GEO.display-label Geography,Zip, HC03_EST_VC02 Median income (dollars); Estimate; Households 
ZCTA5,07503," $40,368.00 "
ZCTA5,07504," $58,125.00 "
ZCTA5,07505," $26,198.00 "
ZCTA5,07506," $93,675.00 "
ZCTA5,07508," $77,128.00 "
ZCTA5,07512," $97,729.00 "
ZCTA5,07513," $39,665.00 "
ZCTA5,07514," $39,951.00 "
ZCTA5,07522," $30,902.00 "
ZCTA5,07524," $35,397.00 "
ZCTA5,07601," $59,277.00 "
ZCTA5,07603," $79,356.00 "
ZCTA5,07604," $87,800.00 "
ZCTA5,07605," $89,744.00 "
ZCTA5,07606," $66,094.00 "
ZCTA5,07607," $86,100.00 "
ZCTA5,07608,
ZCTA5,07620," $118,068.00 "
ZCTA5,07621," $90,962.00 "
ZCTA5,07624," $130,815.00 "
ZCTA5,07626," $136,250.00 "
ZCTA5,07627," $149,271.00 "
ZCTA5,07628," $94,617.00 "
ZCTA5,07630," $111,536.00 "
ZCTA5,07631," $80,489.00 "
ZCTA5,07632," $134,904.00 "
ZCTA5,07640," $127,188.00 "
ZCTA5,07641," $170,417.00 "
ZCTA5,07642," $124,844.00 "
ZCTA5,07643," $61,341.00 "
ZCTA5,07644," $57,188.00 "
ZCTA5,07645," $120,060.00 "
ZCTA5,07646," $84,025.00 "
ZCTA5,07647," $93,925.00 "
ZCTA5,07648," $125,417.00 "
ZCTA5,07649," $137,583.00 "
ZCTA5,07650," $64,538.00 "
ZCTA5,07652," $105,114.00 "
ZCTA5,07656," $106,875.00 "
ZCTA5,07657," $66,690.00 "
ZCTA5,07660," $72,191.00 "
ZCTA5,07661," $123,590.00 "
ZCTA5,07662," $78,333.00 "
ZCTA5,07663," $94,177.00 "
ZCTA5,07666," $106,411.00 "
ZCTA5,07670," $153,906.00 "
ZCTA5,07675," $119,748.00 "
ZCTA5,07676," $128,203.00 "
ZCTA5,07677," $161,250.00 "
ZCTA5,07701," $84,520.00 "
ZCTA5,07702," $122,321.00 "
ZCTA5,07703,
ZCTA5,07704," $158,264.00 "
ZCTA5,07711," $137,625.00 "
ZCTA5,07712," $60,869.00 "
ZCTA5,07716," $91,012.00 "
ZCTA5,07717," $78,323.00 "
ZCTA5,07718," $102,542.00 "
ZCTA5,07719," $92,414.00 "
ZCTA5,07720," $61,209.00 "
ZCTA5,07721," $68,350.00 "
ZCTA5,07722," $166,706.00 "
ZCTA5,07723," $77,778.00 "
ZCTA5,07724," $79,868.00 "
ZCTA5,07726," $106,678.00 "
ZCTA5,07727," $77,128.00 "
ZCTA5,07728," $86,037.00 "
ZCTA5,07730," $98,194.00 "
ZCTA5,07731," $102,961.00 "
ZCTA5,07732," $60,817.00 "
ZCTA5,07733," $152,294.00 "
ZCTA5,07734," $54,092.00 "
ZCTA5,07735," $66,782.00 "
ZCTA5,07737," $91,042.00 "
ZCTA5,07738," $132,222.00 "
ZCTA5,07739," $144,250.00 "
ZCTA5,07740," $55,038.00 "
ZCTA5,07746," $144,588.00 "
ZCTA5,07747," $99,825.00 "
ZCTA5,07748," $113,676.00 "
ZCTA5,07750," $110,380.00 "
ZCTA5,07751," $145,118.00 "
ZCTA5,07753," $64,774.00 "
ZCTA5,07755," $90,192.00 "
ZCTA5,07756," $60,000.00 "
ZCTA5,07757," $107,571.00 "
ZCTA5,07758," $92,879.00 "
ZCTA5,07760," $138,917.00 "
ZCTA5,07762," $77,500.00 "
ZCTA5,07764," $100,000.00 "
ZCTA5,07801," $69,028.00 "
ZCTA5,07803," $84,904.00 "
ZCTA5,07820,
ZCTA5,07821," $106,515.00 "
ZCTA5,07822," $70,156.00 "
ZCTA5,07823," $60,938.00 "
ZCTA5,07825," $91,903.00 "
ZCTA5,07826," $81,569.00 "
ZCTA5,07827," $69,688.00 "
ZCTA5,07828," $77,375.00 "
ZCTA5,07830," $124,659.00 "
ZCTA5,07832," $86,944.00 "
ZCTA5,07833,
ZCTA5,07834," $116,273.00 "
ZCTA5,07836," $107,128.00 "
ZCTA5,07838," $107,757.00 "
ZCTA5,07840," $77,931.00 "
ZCTA5,07842,
ZCTA5,07843," $78,694.00 "
ZCTA5,07846," $207,969.00 "
ZCTA5,07847," $108,836.00 "
ZCTA5,07848," $78,472.00 "
ZCTA5,07849," $87,212.00 "
ZCTA5,07850," $91,164.00 "
ZCTA5,07851," $101,250.00 "
ZCTA5,07852," $92,792.00 "
ZCTA5,07853," $154,135.00 "
ZCTA5,07856," $91,563.00 "
ZCTA5,07857," $56,016.00 "
ZCTA5,07860," $82,716.00 "
ZCTA5,07863," $85,720.00 "
ZCTA5,07865," $118,654.00 "
ZCTA5,07866," $102,712.00 "
ZCTA5,07869," $126,290.00 "
ZCTA5,07870,
ZCTA5,07871," $131,813.00 "
ZCTA5,07874," $90,613.00 "
ZCTA5,07876," $124,854.00 "
ZCTA5,07878," $106,481.00 "
ZCTA5,07880," $132,054.00 "
ZCTA5,07881,
ZCTA5,07882," $90,304.00 "
ZCTA5,07885," $79,222.00 "
ZCTA5,07901," $128,097.00 "
ZCTA5,07920," $135,365.00 "
ZCTA5,07921," $104,328.00 "
ZCTA5,07922," $146,674.00 "
ZCTA5,07924," $150,246.00 "
ZCTA5,07926,
ZCTA5,07927," $106,458.00 "
ZCTA5,07928," $173,929.00 "
ZCTA5,07930," $138,328.00 "
ZCTA5,07931," $186,571.00 "
ZCTA5,07932," $122,843.00 "
ZCTA5,07933," $142,542.00 "
ZCTA5,07934," $150,250.00 "
ZCTA5,07935,
ZCTA5,07936," $121,769.00 "
ZCTA5,07939,
ZCTA5,07940," $128,116.00 "
ZCTA5,07945," $171,571.00 "
ZCTA5,07946," $152,750.00 "
ZCTA5,07950," $120,095.00 "
ZCTA5,07960," $114,844.00 "
ZCTA5,07961,
ZCTA5,07970," $233,750.00 "
ZCTA5,07974," $146,776.00 "
ZCTA5,07976," $116,019.00 "
ZCTA5,07977," $74,063.00 "
ZCTA5,07979," $130,913.00 "
ZCTA5,07980," $122,716.00 "
ZCTA5,07981," $112,534.00 "
ZCTA5,08001," $68,750.00 "
ZCTA5,08002," $78,812.00 "
ZCTA5,08003," $122,591.00 "
ZCTA5,08004," $87,885.00 "
ZCTA5,08005," $70,564.00 "
ZCTA5,08006," $67,750.00 "
ZCTA5,08007," $70,152.00 "
ZCTA5,08008," $82,047.00 "
ZCTA5,08009," $81,354.00 "
ZCTA5,08010," $64,085.00 "
ZCTA5,08011,
ZCTA5,08012," $71,865.00 "
ZCTA5,08014," $107,838.00 "
ZCTA5,08015," $65,531.00 "
ZCTA5,08016," $74,626.00 "
ZCTA5,08019," $95,809.00 "
ZCTA5,08020," $85,519.00 "
ZCTA5,08021," $50,262.00 "
ZCTA5,08022," $89,770.00 "
ZCTA5,08023," $28,785.00 "
ZCTA5,08026," $84,625.00 "
ZCTA5,08027," $70,255.00 "
ZCTA5,08028," $67,875.00 "
ZCTA5,08029," $55,435.00 "
ZCTA5,08030," $52,136.00 "
ZCTA5,08031," $49,713.00 "
ZCTA5,08033," $111,939.00 "
ZCTA5,08034," $91,362.00 "
ZCTA5,08035," $88,667.00 "
ZCTA5,08036," $97,051.00 "
ZCTA5,08037," $71,798.00 "
ZCTA5,08038," $49,583.00 "
ZCTA5,08039," $68,676.00 "
ZCTA5,08041," $110,500.00 "
ZCTA5,08042,
ZCTA5,08043," $85,164.00 "
ZCTA5,08045," $63,494.00 "
ZCTA5,08046," $70,929.00 "
ZCTA5,08048," $84,347.00 "
ZCTA5,08049," $55,250.00 "
ZCTA5,08050," $75,981.00 "
ZCTA5,08051," $79,032.00 "
ZCTA5,08052," $57,460.00 "
ZCTA5,08053," $94,395.00 "
ZCTA5,08054," $92,826.00 "
ZCTA5,08055," $112,267.00 "
ZCTA5,08056," $158,359.00 "
ZCTA5,08057," $132,713.00 "
ZCTA5,08059," $73,211.00 "
ZCTA5,08060," $79,475.00 "
ZCTA5,08061," $144,258.00 "
ZCTA5,08062," $125,926.00 "
ZCTA5,08063," $62,545.00 "
ZCTA5,08064,
ZCTA5,08065," $68,307.00 "
ZCTA5,08066," $49,303.00 "
ZCTA5,08067," $78,239.00 "
ZCTA5,08068," $58,574.00 "
ZCTA5,08069," $49,176.00 "
ZCTA5,08070," $62,417.00 "
ZCTA5,08071," $74,492.00 "
ZCTA5,08072," $66,346.00 "
ZCTA5,08073," $193,583.00 "
ZCTA5,08074,
ZCTA5,08075," $79,486.00 "
ZCTA5,08077," $97,602.00 "
ZCTA5,08078," $61,210.00 "
ZCTA5,08079," $42,357.00 "
ZCTA5,08080," $97,452.00 "
ZCTA5,08081," $83,694.00 "
ZCTA5,08083," $69,783.00 "
ZCTA5,08084," $72,652.00 "
ZCTA5,08085," $111,318.00 "
ZCTA5,08086," $78,609.00 "
ZCTA5,08087," $63,832.00 "
ZCTA5,08088," $77,303.00 "
ZCTA5,08089," $63,027.00 "
ZCTA5,08090," $87,019.00 "
ZCTA5,08091," $59,122.00 "
ZCTA5,08092," $81,406.00 "
ZCTA5,08093," $54,460.00 "
ZCTA5,08094," $73,848.00 "
ZCTA5,08095,
ZCTA5,08096," $68,785.00 "
ZCTA5,08097," $79,281.00 "
ZCTA5,08098," $85,218.00 "
ZCTA5,08102," $20,529.00 "
ZCTA5,08103," $22,500.00 "
ZCTA5,08104," $22,289.00 "
ZCTA5,08105," $34,750.00 "
ZCTA5,08106," $74,866.00 "
ZCTA5,08107," $54,736.00 "
ZCTA5,08108," $88,937.00 "
ZCTA5,08109," $68,567.00 "
ZCTA5,08110," $65,648.00 "
ZCTA5,08201," $58,125.00 "
ZCTA5,08202," $87,273.00 "
ZCTA5,08203," $65,724.00 "
ZCTA5,08204," $67,186.00 "
ZCTA5,08205," $63,194.00 "
ZCTA5,08210," $70,009.00 "
ZCTA5,08212," $46,964.00 "
ZCTA5,08215," $63,724.00 "
ZCTA5,08217,
ZCTA5,08221," $91,861.00 "
ZCTA5,08223," $73,696.00 "
ZCTA5,08224," $61,974.00 "
ZCTA5,08225," $73,586.00 "
ZCTA5,08226," $72,715.00 "
ZCTA5,08230," $81,698.00 "
ZCTA5,08232," $40,196.00 "
ZCTA5,08234," $78,324.00 "
ZCTA5,08240,
ZCTA5,08241," $102,375.00 "
ZCTA5,08242," $53,496.00 "
ZCTA5,08243," $72,153.00 "
ZCTA5,08244," $52,767.00 "
ZCTA5,08246,
ZCTA5,08247," $101,484.00 "
ZCTA5,08248," $222,031.00 "
ZCTA5,08251," $49,184.00 "
ZCTA5,08260," $45,471.00 "
ZCTA5,08270," $63,471.00 "
ZCTA5,08302," $46,862.00 "
ZCTA5,08310," $61,458.00 "
ZCTA5,08311," $69,444.00 "
ZCTA5,08312," $63,698.00 "
ZCTA5,08314," $72,083.00 "
ZCTA5,08316," $44,519.00 "
ZCTA5,08317," $79,363.00 "
ZCTA5,08318," $79,692.00 "
ZCTA5,08319," $95,662.00 "
ZCTA5,08320,
ZCTA5,08321," $24,773.00 "
ZCTA5,08322," $83,596.00 "
ZCTA5,08323," $71,250.00 "
ZCTA5,08324," $88,571.00 "
ZCTA5,08326," $67,958.00 "
ZCTA5,08327," $89,167.00 "
ZCTA5,08328," $65,288.00 "
ZCTA5,08329," $93,098.00 "
ZCTA5,08330," $64,266.00 "
ZCTA5,08332," $50,220.00 "
ZCTA5,08340," $97,583.00 "
ZCTA5,08341," $33,470.00 "
ZCTA5,08343," $105,329.00 "
ZCTA5,08344," $68,405.00 "
ZCTA5,08345," $56,339.00 "
ZCTA5,08346," $37,074.00 "
ZCTA5,08348," $56,838.00 "
ZCTA5,08349," $34,821.00 "
ZCTA5,08350," $58,077.00 "
ZCTA5,08352," $68,500.00 "
ZCTA5,08353," $54,375.00 "
ZCTA5,08360," $47,098.00 "
ZCTA5,08361," $76,237.00 "
ZCTA5,08401," $26,006.00 "
ZCTA5,08402," $69,896.00 "
ZCTA5,08403," $118,393.00 "
ZCTA5,08406," $52,799.00 "
ZCTA5,08501," $116,895.00 "
ZCTA5,08502," $182,837.00 "
ZCTA5,08505," $88,865.00 "
ZCTA5,08510," $150,050.00 "
ZCTA5,08511," $79,583.00 "
ZCTA5,08512," $83,958.00 "
ZCTA5,08514," $90,104.00 "
ZCTA5,08515," $142,197.00 "
ZCTA5,08518," $61,500.00 "
ZCTA5,08520," $87,401.00 "
ZCTA5,08525," $126,141.00 "
ZCTA5,08527," $87,995.00 "
ZCTA5,08528,
ZCTA5,08530," $94,740.00 "
ZCTA5,08533," $108,185.00 "
ZCTA5,08534," $126,108.00 "
ZCTA5,08535," $174,205.00 "
ZCTA5,08536," $98,883.00 "
ZCTA5,08540," $135,975.00 "
ZCTA5,08542," $72,977.00 "
ZCTA5,08550," $200,049.00 "
ZCTA5,08551," $136,765.00 "
ZCTA5,08553," $112,917.00 "
ZCTA5,08554," $81,273.00 "
ZCTA5,08555," $100,556.00 "
ZCTA5,08558," $201,964.00 "
ZCTA5,08559," $124,088.00 "
ZCTA5,08560," $109,973.00 "
ZCTA5,08561," $122,697.00 "
ZCTA5,08562," $64,464.00 "
ZCTA5,08608," $14,740.00 "
ZCTA5,08609," $31,881.00 "
ZCTA5,08610," $60,620.00 "
ZCTA5,08611," $37,248.00 "
ZCTA5,08618," $41,920.00 "
ZCTA5,08619," $74,056.00 "
ZCTA5,08620," $92,629.00 "
ZCTA5,08628," $86,315.00 "
ZCTA5,08629," $61,058.00 "
ZCTA5,08638," $50,754.00 "
ZCTA5,08640," $58,750.00 "
ZCTA5,08641," $57,500.00 "
ZCTA5,08648," $95,537.00 "
ZCTA5,08690," $99,837.00 "
ZCTA5,08691," $119,659.00 "
ZCTA5,08701," $45,321.00 "
ZCTA5,08720," $122,826.00 "
ZCTA5,08721," $78,496.00 "
ZCTA5,08722," $72,815.00 "
ZCTA5,08723," $70,174.00 "
ZCTA5,08724," $75,988.00 "
ZCTA5,08730," $133,493.00 "
ZCTA5,08731," $75,333.00 "
ZCTA5,08732," $83,929.00 "
ZCTA5,08733," $62,262.00 "
ZCTA5,08734," $83,086.00 "
ZCTA5,08735," $68,224.00 "
ZCTA5,08736," $112,836.00 "
ZCTA5,08738," $84,167.00 "
ZCTA5,08740," $62,813.00 "
ZCTA5,08741," $93,750.00 "
ZCTA5,08742," $92,579.00 "
ZCTA5,08750," $117,950.00 "
ZCTA5,08751," $56,667.00 "
ZCTA5,08752," $62,464.00 "
ZCTA5,08753," $77,119.00 "
ZCTA5,08755," $72,674.00 "
ZCTA5,08757," $40,767.00 "
ZCTA5,08758," $66,692.00 "
ZCTA5,08759," $38,212.00 "
ZCTA5,08801," $120,435.00 "
ZCTA5,08802," $125,494.00 "
ZCTA5,08804," $84,375.00 "
ZCTA5,08805," $68,125.00 "
ZCTA5,08807," $120,065.00 "
ZCTA5,08808,
ZCTA5,08809," $91,157.00 "
ZCTA5,08810," $130,203.00 "
ZCTA5,08812," $96,463.00 "
ZCTA5,08816," $106,039.00 "
ZCTA5,08817," $87,688.00 "
ZCTA5,08820," $120,911.00 "
ZCTA5,08821," $53,859.00 "
ZCTA5,08822," $107,215.00 "
ZCTA5,08823," $102,851.00 "
ZCTA5,08824," $128,623.00 "
ZCTA5,08825," $106,858.00 "
ZCTA5,08826," $100,931.00 "
ZCTA5,08827," $102,928.00 "
ZCTA5,08828," $79,702.00 "
ZCTA5,08829," $93,026.00 "
ZCTA5,08830," $86,875.00 "
ZCTA5,08831," $78,920.00 "
ZCTA5,08832," $59,009.00 "
ZCTA5,08833," $137,063.00 "
ZCTA5,08835," $67,080.00 "
ZCTA5,08836," $150,994.00 "
ZCTA5,08837," $80,423.00 "
ZCTA5,08840," $115,785.00 "
ZCTA5,08844," $120,173.00 "
ZCTA5,08846," $73,196.00 "
ZCTA5,08848," $97,319.00 "
ZCTA5,08850," $102,664.00 "
ZCTA5,08852," $101,928.00 "
ZCTA5,08853," $130,352.00 "
ZCTA5,08854," $89,617.00 "
ZCTA5,08857," $93,650.00 "
ZCTA5,08858,
ZCTA5,08859," $83,389.00 "
ZCTA5,08861," $51,389.00 "
ZCTA5,08863," $87,357.00 "
ZCTA5,08865," $60,887.00 "
ZCTA5,08867," $125,694.00 "
ZCTA5,08869," $78,974.00 "
ZCTA5,08872," $74,985.00 "
ZCTA5,08873," $90,555.00 "
ZCTA5,08876," $91,324.00 "
ZCTA5,08879," $68,693.00 "
ZCTA5,08880," $81,545.00 "
ZCTA5,08882," $62,179.00 "
ZCTA5,08884," $75,226.00 "
ZCTA5,08886," $106,012.00 "
ZCTA5,08887," $83,750.00 "
ZCTA5,08889," $134,387.00 "
ZCTA5,08890,
ZCTA5,08901," $38,413.00 "
ZCTA5,08902," $88,512.00 "
ZCTA5,08904," $75,913.00 "
ZCTA5,10001," $85,221.00 "
ZCTA5,10002," $35,449.00 "
ZCTA5,10003," $104,441.00 "
ZCTA5,10004," $140,450.00 "
ZCTA5,10005," $154,213.00 "
ZCTA5,10006," $145,893.00 "
ZCTA5,10007," $242,644.00 "
ZCTA5,10009," $60,521.00 "
ZCTA5,10010," $115,084.00 "
ZCTA5,10011," $123,208.00 "
ZCTA5,10012," $104,561.00 "
ZCTA5,10013," $106,056.00 "
ZCTA5,10014," $127,973.00 "
ZCTA5,10016," $109,250.00 "
ZCTA5,10017," $118,469.00 "
ZCTA5,10018," $107,861.00 "
ZCTA5,10019," $99,063.00 "
ZCTA5,10020,
ZCTA5,10021," $123,842.00 "
ZCTA5,10022," $133,208.00 "
ZCTA5,10023," $123,951.00 "
ZCTA5,10024," $126,107.00 "
ZCTA5,10025," $82,352.00 "
ZCTA5,10026," $54,349.00 "
ZCTA5,10027," $45,536.00 "
ZCTA5,10028," $119,203.00 "
ZCTA5,10029," $34,015.00 "
ZCTA5,10030," $36,118.00 "
ZCTA5,10031," $44,040.00 "
ZCTA5,10032," $41,890.00 "
ZCTA5,10033," $53,044.00 "
ZCTA5,10034," $50,909.00 "
ZCTA5,10035," $27,932.00 "
ZCTA5,10036," $93,707.00 "
ZCTA5,10037," $39,979.00 "
ZCTA5,10038," $85,032.00 "
ZCTA5,10039," $34,197.00 "
ZCTA5,10040," $47,189.00 "
ZCTA5,10044," $92,623.00 "
ZCTA5,10065," $124,322.00 "
ZCTA5,10069," $137,105.00 "
ZCTA5,10075," $129,594.00 "
ZCTA5,10103,
ZCTA5,10110,
ZCTA5,10111,
ZCTA5,10112,
ZCTA5,10115,
ZCTA5,10119,
ZCTA5,10128," $111,937.00 "
ZCTA5,10152,
ZCTA5,10153,
ZCTA5,10154,
ZCTA5,10162," $182,530.00 "
ZCTA5,10165,
ZCTA5,10167,
ZCTA5,10168,
ZCTA5,10169,
ZCTA5,10170,
ZCTA5,10171,
ZCTA5,10172,
ZCTA5,10173,
ZCTA5,10174,
ZCTA5,10177,
ZCTA5,10199,
ZCTA5,10271,
ZCTA5,10278,
ZCTA5,10279,
ZCTA5,10280," $161,419.00 "
ZCTA5,10282,
ZCTA5,10301," $55,818.00 "
ZCTA5,10302," $60,968.00 "
ZCTA5,10303," $59,898.00 "
ZCTA5,10304," $54,567.00 "
ZCTA5,10305," $76,044.00 "
ZCTA5,10306," $80,025.00 "
ZCTA5,10307," $81,356.00 "
ZCTA5,10308," $91,953.00 "
ZCTA5,10309," $100,343.00 "
ZCTA5,10310," $69,838.00 "
ZCTA5,10311,
ZCTA5,10312," $90,797.00 "
ZCTA5,10314," $80,956.00 "
ZCTA5,10451," $26,979.00 "
ZCTA5,10452," $27,206.00 "
ZCTA5,10453," $24,421.00 "
ZCTA5,10454," $21,542.00 "
ZCTA5,10455," $25,489.00 "
ZCTA5,10456," $26,724.00 "
ZCTA5,10457," $27,036.00 "
ZCTA5,10458," $32,129.00 "
ZCTA5,10459," $25,762.00 "
ZCTA5,10460," $25,948.00 "
ZCTA5,10461," $55,847.00 "
ZCTA5,10462," $49,962.00 "
ZCTA5,10463," $58,881.00 "
ZCTA5,10464," $87,853.00 "
ZCTA5,10465," $74,079.00 "
ZCTA5,10466," $49,906.00 "
ZCTA5,10467," $35,381.00 "
ZCTA5,10468," $35,398.00 "
ZCTA5,10469," $61,090.00 "
ZCTA5,10470," $56,658.00 "
ZCTA5,10471," $80,932.00 "
ZCTA5,10472," $30,593.00 "
ZCTA5,10473," $38,924.00 "
ZCTA5,10474," $25,896.00 "
ZCTA5,10475," $48,734.00 "
ZCTA5,10501," $146,250.00 "
ZCTA5,10502," $159,444.00 "
ZCTA5,10503,
ZCTA5,10504," $213,234.00 "
ZCTA5,10505,
ZCTA5,10506," $217,607.00 "
ZCTA5,10507," $56,736.00 "
ZCTA5,10509," $97,286.00 "
ZCTA5,10510," $160,944.00 "
ZCTA5,10511," $107,201.00 "
ZCTA5,10512," $92,945.00 "
ZCTA5,10514,
ZCTA5,10516," $101,071.00 "
ZCTA5,10517," $90,125.00 "
ZCTA5,10518," $193,472.00 "
ZCTA5,10519,
ZCTA5,10520," $100,417.00 "
ZCTA5,10522," $126,988.00 "
ZCTA5,10523," $93,033.00 "
ZCTA5,10524," $125,912.00 "
ZCTA5,10526," $123,357.00 "
ZCTA5,10527," $158,977.00 "
ZCTA5,10528," $116,026.00 "
ZCTA5,10530," $103,950.00 "
ZCTA5,10532," $100,278.00 "
ZCTA5,10533," $142,869.00 "
ZCTA5,10535," $65,294.00 "
ZCTA5,10536," $168,490.00 "
ZCTA5,10537," $100,729.00 "
ZCTA5,10538," $165,735.00 "
ZCTA5,10541," $107,296.00 "
ZCTA5,10543," $94,246.00 "
ZCTA5,10545,
ZCTA5,10546," $178,611.00 "
ZCTA5,10547," $97,708.00 "
ZCTA5,10548," $80,369.00 "
ZCTA5,10549," $105,642.00 "
ZCTA5,10550," $43,900.00 "
ZCTA5,10552," $74,386.00 "
ZCTA5,10553," $68,644.00 "
ZCTA5,10560," $138,875.00 "
ZCTA5,10562," $74,226.00 "
ZCTA5,10566," $54,709.00 "
ZCTA5,10567," $114,207.00 "
ZCTA5,10570," $132,601.00 "
ZCTA5,10573," $76,097.00 "
ZCTA5,10576," $195,167.00 "
ZCTA5,10577," $213,173.00 "
ZCTA5,10578," $105,625.00 "
ZCTA5,10579," $116,223.00 "
ZCTA5,10580," $178,333.00 "
ZCTA5,10583," $186,053.00 "
ZCTA5,10588," $76,777.00 "
ZCTA5,10589," $94,901.00 "
ZCTA5,10590," $135,000.00 "
ZCTA5,10591," $89,478.00 "
ZCTA5,10594," $144,750.00 "
ZCTA5,10595," $108,586.00 "
ZCTA5,10596," $92,283.00 "
ZCTA5,10597,
ZCTA5,10598," $121,250.00 "
ZCTA5,10601," $74,177.00 "
ZCTA5,10603," $100,013.00 "
ZCTA5,10604," $88,750.00 "
ZCTA5,10605," $111,201.00 "
ZCTA5,10606," $79,379.00 "
ZCTA5,10607," $139,135.00 "
ZCTA5,10701," $46,519.00 "
ZCTA5,10703," $60,068.00 "
ZCTA5,10704," $74,908.00 "
ZCTA5,10705," $49,110.00 "
ZCTA5,10706," $132,981.00 "
ZCTA5,10707," $83,445.00 "
ZCTA5,10708," $106,808.00 "
ZCTA5,10709," $113,643.00 "
ZCTA5,10710," $85,417.00 "
ZCTA5,10801," $58,736.00 "
ZCTA5,10803," $146,833.00 "
ZCTA5,10804," $179,527.00 "
ZCTA5,10805," $66,006.00 "
ZCTA5,10901," $94,465.00 "
ZCTA5,10910,
ZCTA5,10911,
ZCTA5,10913," $127,563.00 "
ZCTA5,10914," $131,417.00 "
ZCTA5,10915,
ZCTA5,10916," $104,238.00 "
ZCTA5,10917," $99,950.00 "
ZCTA5,10918," $102,730.00 "
ZCTA5,10919," $100,341.00 "
ZCTA5,10920," $107,036.00 "
ZCTA5,10921," $86,429.00 "
ZCTA5,10922," $98,333.00 "
ZCTA5,10923," $82,813.00 "
ZCTA5,10924," $95,468.00 "
ZCTA5,10925," $84,079.00 "
ZCTA5,10926," $77,813.00 "
ZCTA5,10927," $56,862.00 "
ZCTA5,10928," $74,423.00 "
ZCTA5,10930," $131,832.00 "
ZCTA5,10931," $68,819.00 "
ZCTA5,10932,
ZCTA5,10933," $95,320.00 "
ZCTA5,10940," $60,094.00 "
ZCTA5,10941," $66,812.00 "
ZCTA5,10950," $72,573.00 "
ZCTA5,10952," $56,236.00 "
ZCTA5,10953,
ZCTA5,10954," $100,472.00 "
ZCTA5,10956," $124,606.00 "
ZCTA5,10958," $102,396.00 "
ZCTA5,10960," $83,977.00 "
ZCTA5,10962," $105,000.00 "
ZCTA5,10963," $73,438.00 "
ZCTA5,10964," $121,528.00 "
ZCTA5,10965," $100,962.00 "
ZCTA5,10968," $102,847.00 "
ZCTA5,10969," $83,333.00 "
ZCTA5,10970," $88,919.00 "
ZCTA5,10973," $85,398.00 "
ZCTA5,10974," $88,558.00 "
ZCTA5,10975,
ZCTA5,10976," $59,896.00 "
ZCTA5,10977," $55,277.00 "
ZCTA5,10979," $71,292.00 "
ZCTA5,10980," $98,516.00 "
ZCTA5,10983," $112,831.00 "
ZCTA5,10984," $122,098.00 "
ZCTA5,10985," $173,710.00 "
ZCTA5,10986," $126,959.00 "
ZCTA5,10987," $105,972.00 "
ZCTA5,10988," $81,154.00 "
ZCTA5,10989," $107,690.00 "
ZCTA5,10990," $94,091.00 "
ZCTA5,10992," $95,107.00 "
ZCTA5,10993," $56,154.00 "
ZCTA5,10994," $145,313.00 "
ZCTA5,10996," $100,234.00 "
ZCTA5,10998," $88,548.00 "
ZCTA5,11001," $104,890.00 "
ZCTA5,11003," $94,746.00 "
ZCTA5,11004," $93,315.00 "
ZCTA5,11005," $51,801.00 "
ZCTA5,11010," $102,023.00 "
ZCTA5,11020," $118,906.00 "
ZCTA5,11021," $93,598.00 "
ZCTA5,11023," $111,607.00 "
ZCTA5,11024," $101,824.00 "
ZCTA5,11030," $182,000.00 "
ZCTA5,11040," $118,457.00 "
ZCTA5,11042,
ZCTA5,11050," $112,567.00 "
ZCTA5,11096," $53,875.00 "
ZCTA5,11101," $57,866.00 "
ZCTA5,11102," $60,436.00 "
ZCTA5,11103," $65,229.00 "
ZCTA5,11104," $63,122.00 "
ZCTA5,11105," $68,050.00 "
ZCTA5,11106," $60,725.00 "
ZCTA5,11109," $137,452.00 "
ZCTA5,11201," $116,446.00 "
ZCTA5,11203," $48,140.00 "
ZCTA5,11204," $47,341.00 "
ZCTA5,11205," $51,574.00 "
ZCTA5,11206," $34,122.00 "
ZCTA5,11207," $35,809.00 "
ZCTA5,11208," $39,588.00 "
ZCTA5,11209," $69,578.00 "
ZCTA5,11210," $62,202.00 "
ZCTA5,11211," $66,113.00 "
ZCTA5,11212," $25,677.00 "
ZCTA5,11213," $40,604.00 "
ZCTA5,11214," $53,151.00 "
ZCTA5,11215," $116,893.00 "
ZCTA5,11216," $56,025.00 "
ZCTA5,11217," $99,085.00 "
ZCTA5,11218," $64,152.00 "
ZCTA5,11219," $37,665.00 "
ZCTA5,11220," $42,559.00 "
ZCTA5,11221," $47,170.00 "
ZCTA5,11222," $78,287.00 "
ZCTA5,11223," $46,310.00 "
ZCTA5,11224," $31,630.00 "
ZCTA5,11225," $51,926.00 "
ZCTA5,11226," $48,495.00 "
ZCTA5,11228," $63,697.00 "
ZCTA5,11229," $59,287.00 "
ZCTA5,11230," $46,013.00 "
ZCTA5,11231," $93,575.00 "
ZCTA5,11232," $53,908.00 "
ZCTA5,11233," $36,009.00 "
ZCTA5,11234," $79,490.00 "
ZCTA5,11235," $49,653.00 "
ZCTA5,11236," $63,700.00 "
ZCTA5,11237," $51,269.00 "
ZCTA5,11238," $79,013.00 "
ZCTA5,11239," $26,002.00 "
ZCTA5,11351,
ZCTA5,11354," $44,512.00 "
ZCTA5,11355," $38,370.00 "
ZCTA5,11356," $59,712.00 "
ZCTA5,11357," $81,053.00 "
ZCTA5,11358," $65,932.00 "
ZCTA5,11359,
