LEAID,LEA_NAME,LEA_TYPE_TEXT,STABR,STATENAME,LCITY,LSTATE,LZIP,GSLO,GSHI,AGCHRT,SCH,TOTTCH,TOTGUI,MEMBER,AM,AS,HI,BL,WH,HP,TR
200180,Anchorage School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Anchorage,AK,99504,PK,12,2,98,2816,114,48324,4200,5147,5492,2780,20739,2689,7277
200800,Chugach School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Anchorage,AK,99507,PK,12,3,4,15,0,363,48,9,21,1,248,11,25
200010,Aleutian Region School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Anchorage,AK,99518,PK,12,3,2,4,0,35,14,2,9,0,3,4,3
200004,Yupiit School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Akiachak,AK,99551,PK,12,3,3,38,3,461,448,0,1,0,8,0,4
200760,Kuspuk School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Aniak,AK,99557,PK,12,3,9,30,1,410,400,0,0,0,10,0,0
200001,Lower Kuskokwim School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Bethel,AK,99559,PK,12,2,28,285,3,4293,4097,18,25,8,134,0,11
200005,Kashunamiut School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Chevak,AK,99563,PK,12,3,1,22,1,333,332,0,0,0,1,0,0
200060,Cordova City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Cordova,AK,99574,PK,12,3,3,21,1,368,61,53,26,2,182,19,25
200120,Dillingham City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Dillingham,AK,99576,PK,12,3,3,43,1,455,241,1,9,0,53,0,151
200710,Southwest Region School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Dillingham,AK,99576,PK,12,3,8,50,2,591,568,0,1,0,6,0,16
200070,Copper River School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Glennallen,AK,99588,PK,12,3,6,27,1,426,182,2,5,5,198,12,22
200485,Lake and Peninsula Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,King Salmon,AK,99613,PK,12,3,15,47,2,341,273,0,1,7,38,0,22
200480,Kodiak Island Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Kodiak,AK,99615,PK,12,3,15,159,7,2434,484,597,243,10,913,30,157
200520,Iditarod Area School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,McGrath,AK,99627,PK,12,3,8,20,0,310,180,3,12,1,106,2,6
200003,Lower Yukon School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Mountain Village,AK,99632,PK,12,3,11,140,10,2030,2019,5,0,0,5,0,1
200030,Bristol Bay Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Naknek,AK,99633,PK,12,3,3,10,0,132,67,5,2,2,45,0,11
200510,Matanuska-Susitna Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Palmer,AK,99645,PK,12,2,46,1034,32,18742,2848,408,519,328,13501,238,900
200680,Saint Mary's School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Saint Mary's,AK,99658,PK,12,3,1,14,1,213,207,0,0,0,3,0,3
200670,Pribilof School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,St. Paul Island,AK,99660,PK,12,3,2,8,0,82,80,0,0,0,2,0,0
200007,Aleutians East Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Sand Point,AK,99661,PK,12,3,7,30,0,240,183,10,7,0,28,7,5
200390,Kenai Peninsula Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Soldotna,AK,99669,PK,12,2,43,595,14,8992,834,90,376,39,6603,41,1009
200020,Bering Strait School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Unalakleet,AK,99684,PK,12,3,15,174,11,1895,1869,1,0,1,22,0,2
200720,Unalaska City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Unalaska,AK,99685,PK,12,3,2,32,1,378,52,174,42,5,88,14,3
200780,Valdez City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Valdez,AK,99686,PK,12,3,4,49,2,642,82,14,36,5,419,9,77
200840,Yakutat School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Yakutat,AK,99689,PK,12,3,2,7,0,85,55,4,2,0,21,0,3
200600,Fairbanks North Star Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Fairbanks,AK,99701,PK,12,2,35,771,42,13901,1294,321,1171,661,8308,159,1987
200862,Yukon-Koyukuk School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Fairbanks,AK,99709,PK,12,3,10,49,3,1591,477,25,41,34,918,10,86
200610,North Slope Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Barrow,AK,99723,PK,12,3,11,148,5,2047,1630,116,10,10,37,62,182
200100,Delta-Greely School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Delta Junction,AK,99737,PK,12,3,6,48,2,777,24,7,61,17,626,8,34
200775,Yukon Flats School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Ft. Yukon,AK,99740,PK,12,3,10,29,1,261,256,0,0,0,3,0,2
200130,Galena City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Galena,AK,99741,PK,12,3,4,65,2,4329,626,49,107,51,3340,27,129
200770,Denali Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Healy,AK,99743,PK,12,3,4,26,0,872,50,21,68,41,569,8,115
200625,Northwest Arctic Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Kotzebue,AK,99752,PK,12,3,13,139,7,2173,2013,3,3,10,66,1,77
200540,Nenana City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Nenana,AK,99760,PK,12,3,2,21,2,1090,223,22,55,33,623,22,112
200570,Nome Public Schools,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Nome,AK,99762,PK,12,2,5,51,1,715,513,7,7,4,88,0,96
200715,Tanana City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Tanana,AK,99777,PK,12,3,1,5,0,37,36,0,0,0,1,0,0
200050,Alaska Gateway School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Tok,AK,99780,PK,12,3,8,30,1,378,224,7,1,1,132,0,13
200210,Juneau Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Juneau,AK,99801,PK,12,2,15,283,13,4851,893,326,283,69,2411,151,718
200730,Chatham School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Angoon,AK,99820,PK,12,3,5,19,0,172,83,0,0,8,76,0,5
200270,Haines Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Haines,AK,99827,PK,12,3,4,22,1,281,38,7,11,1,217,2,5
200300,Hoonah City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Hoonah,AK,99829,PK,12,3,2,10,0,116,69,2,7,1,15,0,22
200360,Kake City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Kake,AK,99830,PK,12,3,1,11,0,108,95,2,0,0,11,0,0
200630,Pelican City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Pelican,AK,99832,KG,12,3,1,1,0,14,0,0,0,0,8,0,6
200660,Petersburg Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Petersburg,AK,99833,PK,12,3,3,31,3,459,66,23,21,8,330,10,1
200006,Mount Edgecumbe High School Agency,State agency providing elementary and/or secondary level instruction,AK,ALASKA,Sitka,AK,99835,9,12,3,1,22,1,426,360,6,0,2,50,2,6
200240,Sitka School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Sitka,AK,99835,PK,12,3,6,101,5,1334,384,121,54,15,679,16,65
200690,Skagway School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Skagway,AK,99840,PK,12,3,1,11,0,108,3,8,2,0,85,0,10
200150,Ketchikan Gateway Borough School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Ketchikan,AK,99901,PK,12,2,10,154,8,2340,713,227,59,23,1183,32,103
200700,Southeast Island School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Thorne Bay,AK,99919,PK,12,3,11,20,0,184,15,0,6,1,139,0,23
200090,Craig City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Craig,AK,99921,PK,12,3,4,29,1,523,104,10,12,1,333,1,62
200330,Hydaburg City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Hydaburg,AK,99922,PK,12,3,2,9,0,88,63,0,0,0,3,5,17
200450,Klawock City School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Klawock,AK,99925,PK,12,3,1,13,0,116,74,0,9,0,21,0,12
200525,Annette Island School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Metlakatla,AK,99926,PK,12,3,4,25,2,337,324,4,1,1,7,0,0
200810,Wrangell Public School District,Regular local school district that is NOT a component of a supervisory union,AK,ALASKA,Wrangell,AK,99929,PK,12,3,3,22,1,274,73,9,2,5,127,0,58
100041,Developing Alabama Youth Prog,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Alabaster,AL,35007,7,11,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100190,Alabaster City,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Alabaster,AL,35007,KG,12,3,7,345,14,6103,13,75,1053,1144,3653,7,158
100030,Alexander City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Alexander City,AL,35010,PK,12,3,5,178,8,3102,1,29,177,1211,1609,2,73
100100,Arab City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Arab,AL,35016,PK,12,3,4,163,5,2540,8,31,50,5,2409,3,34
100330,Bessemer City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Bessemer,AL,35020,PK,12,3,9,208,8,3740,8,1,262,3378,80,0,11
100360,Bibb County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Centreville,AL,35042,PK,12,3,9,188,9,3322,4,9,77,736,2463,0,33
100660,Chilton County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Clanton,AL,35045,PK,12,3,13,441,15,7743,12,36,1039,906,5565,2,183
103030,Shelby County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Columbiana,AL,35051,PK,12,3,31,1176,48,20064,39,393,1284,3042,14828,15,463
100990,Cullman City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Cullman,AL,35055,KG,12,3,7,189,7,3130,12,43,238,23,2733,14,67
101020,Cullman County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Cullman,AL,35055,PK,12,3,29,552,23,9573,18,19,714,87,8326,3,406
101440,Fairfield City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Fairfield,AL,35064,PK,12,3,6,99,5,1782,2,1,36,1735,5,0,3
100011,Leeds City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Leeds,AL,35094,KG,12,3,3,76,5,1905,2,13,241,433,1148,5,63
100420,Blount County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Oneonta,AL,35121,PK,12,3,17,458,20,7870,25,12,1111,97,6590,4,31
102550,Oneonta City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Oneonta,AL,35121,KG,12,3,3,84,3,1477,3,12,350,53,996,2,61
100194,Pelham City,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Pelham,AL,35124,KG,12,3,4,177,7,3034,13,96,897,394,1571,1,62
102650,Pell City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Pell City,AL,35125,PK,12,3,9,227,10,4023,4,25,114,509,3299,2,70
100900,Coosa County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Rockford,AL,35136,KG,12,3,4,57,4,1003,1,2,31,427,510,2,30
103120,Sylacauga City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Sylacauga,AL,35150,PK,12,3,4,136,4,2256,0,13,53,873,1282,0,35
100009,Al Inst Deaf And Blind,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Talladega,AL,35160,KG,12,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103150,Talladega City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Talladega,AL,35160,PK,12,3,7,128,6,2051,1,14,56,1299,641,0,40
103180,Talladega County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Talladega,AL,35160,PK,12,3,18,435,20,7777,4,24,143,2569,4881,4,152
100013,Trussville City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Trussville,AL,35173,KG,12,3,6,244,9,4456,7,100,54,487,3741,0,67
100018,Alabama School of Fine Arts,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Birmingham,AL,35203,7,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100390,Birmingham City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Birmingham,AL,35203,PK,12,3,53,1289,53,24693,37,28,1359,22803,281,21,164
101760,Homewood City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Homewood,AL,35209,PK,12,3,5,270,8,4069,3,107,478,862,2554,3,62
101920,Jefferson County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Birmingham,AL,35209,PK,12,3,59,1983,82,36092,54,209,2909,17075,15664,20,161
100015,SafetyNet Academy,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Birmingham,AL,35210,6,12,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100044,The Rushton School,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Birmingham,AL,35212,6,12,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102490,Mountain Brook City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Mountain Brook,AL,35213,KG,12,3,6,307,12,4371,3,39,54,14,4216,0,45
103430,Vestavia Hills City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Birmingham,AL,35216,PK,12,3,8,412,18,7015,3,427,280,465,5654,1,185
103270,Tarrant City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Tarrant,AL,35217,KG,12,3,3,58,2,1174,3,3,270,828,54,5,11
102350,Midfield City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Midfield,AL,35228,KG,12,3,4,62,4,1134,0,5,22,1092,9,0,6
100033,Glenwood Mental Health Service,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Birmingham,AL,35242,PK,12,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100007,Hoover City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Hoover,AL,35243,KG,12,3,17,976,32,13910,10,931,1008,3541,8131,14,275
100016,Bryce Adolescent School,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Tuscaloosa,AL,35401,5,12,,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
103360,Tuscaloosa City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Tuscaloosa,AL,35401,PK,12,3,24,624,32,10418,16,181,399,7388,2336,10,88
103390,Tuscaloosa County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Tuscaloosa,AL,35401,PK,12,3,35,975,42,18352,28,154,1202,5166,11493,8,301
102730,Pickens County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Carrollton,AL,35447,PK,12,3,8,154,9,2633,5,14,59,1533,981,0,41
101680,Greene County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Eutaw,AL,35462,KG,12,3,6,64,5,1173,0,8,3,1157,3,0,2
103090,Sumter County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Livingston,AL,35470,PK,12,3,6,100,6,1593,0,5,7,1562,12,0,7
100191,Evergreen School,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Tuscaloosa,AL,35487,6,12,,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101890,Jasper City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Jasper,AL,35501,PK,12,3,6,166,6,2746,1,27,221,473,1946,0,78
103450,Walker County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Jasper,AL,35501,PK,12,3,18,443,22,7827,10,12,176,457,7069,3,100
103580,Winston County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Double Springs,AL,35553,PK,12,3,10,143,7,2449,7,1,31,10,2389,1,10
101470,Fayette County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Fayette,AL,35555,KG,12,3,6,137,6,2403,0,8,38,328,1973,0,56
101720,Haleyville City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Haleyville,AL,35565,PK,12,3,4,107,5,1711,6,14,127,24,1503,1,36
102310,Marion County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Hamilton,AL,35570,PK,12,3,12,191,9,3405,8,17,111,122,3050,1,96
101950,Lamar County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Vernon,AL,35592,KG,12,3,5,133,7,2351,0,1,43,290,1981,1,35
103540,Winfield City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Winfield,AL,35594,PK,12,3,3,75,3,1266,4,6,35,56,1145,0,20
101170,Decatur City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Decatur,AL,35601,PK,12,3,20,544,23,8693,29,110,2102,2722,3467,8,255
102480,Morgan County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Decatur,AL,35603,PK,12,3,19,444,19,7757,58,39,719,211,6640,0,90
100120,Athens City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Athens,AL,35611,KG,12,3,7,193,11,3933,18,48,597,845,2276,4,145
102100,Limestone County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Athens,AL,35611,KG,12,3,13,501,20,8789,61,45,880,723,6884,4,192
100022,Three Springs Courtland Sch,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Courtland,AL,35618,6,12,,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101530,Florence City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Florence,AL,35630,PK,12,3,9,285,13,4519,3,44,401,1526,2321,2,222
102010,Lauderdale County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Florence,AL,35634,PK,12,3,11,463,19,8445,20,46,131,195,7969,3,81
101730,Hartselle City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Hartselle,AL,35640,PK,12,3,6,190,7,3068,12,26,78,128,2768,1,55
102040,Lawrence County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Moulton,AL,35650,PK,12,3,15,278,12,4841,450,17,133,494,3622,4,121
101590,Franklin County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Russellville,AL,35653,PK,12,3,9,208,10,3388,9,9,354,47,2933,0,36
102910,Russellville City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Russellville,AL,35653,PK,12,3,4,157,5,2743,22,30,1212,163,1260,0,56
103000,Sheffield City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Sheffield,AL,35660,PK,12,3,4,80,4,1059,2,4,43,432,561,0,17
102520,Muscle Shoals City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Muscle Shoals,AL,35661,PK,12,3,7,177,8,2907,14,65,133,460,2170,4,61
100840,Colbert County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Tuscumbia,AL,35674,PK,12,3,8,168,7,2638,11,9,86,325,2146,4,57
103420,Tuscumbia City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Tuscumbia,AL,35674,PK,12,3,6,92,3,1527,0,6,21,392,1106,0,2
100008,Madison City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Madison,AL,35758,PK,12,3,11,529,18,10011,62,862,439,2042,6186,27,393
100023,Three Springs Madison Sch,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Madison,AL,35758,6,12,,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100024,Three Springs New Beginnings,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Madison,AL,35763,6,12,,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101830,Jackson County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Scottsboro,AL,35768,PK,12,3,19,324,16,5528,511,7,236,166,4511,8,89
102940,Scottsboro City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Scottsboro,AL,35768,KG,12,3,6,160,7,2536,7,32,165,139,2145,1,47
100046,Three Springs Paint Rock Valley,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Trenton,AL,35774,6,12,,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
101800,Huntsville City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Huntsville,AL,35801,PK,12,3,42,1407,54,23827,129,418,2735,9449,9705,80,1311
102220,Madison County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Huntsville,AL,35811,PK,12,3,29,1072,39,19452,1204,309,726,3721,12921,31,540
101620,Gadsden City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Gadsden,AL,35901,PK,12,3,15,322,13,5226,12,51,641,2443,1978,1,100
101380,Etowah County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Gadsden,AL,35904,PK,12,3,23,507,22,8802,25,95,282,284,8040,5,71
100005,Albertville City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Albertville,AL,35950,PK,12,3,6,273,11,5214,14,17,2289,152,2619,4,119
103062,St Clair County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Ashville,AL,35953,PK,12,3,19,492,25,9056,13,72,372,800,7608,11,180
100180,Attalla City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Attalla,AL,35954,PK,12,3,3,93,4,1638,2,3,129,247,1203,1,53
100012,Boaz City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Boaz,AL,35957,PK,12,3,5,124,6,2310,9,15,639,28,1535,11,73
100630,Cherokee County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Centre,AL,35960,PK,12,3,8,242,11,4042,290,13,43,208,3446,4,38
101560,Fort Payne City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Fort Payne,AL,35967,PK,12,3,4,183,6,3205,13,22,1184,124,1782,1,79
100006,Marshall County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Guntersville,AL,35976,PK,12,3,16,297,15,5635,26,17,1160,50,4331,2,49
101690,Guntersville City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Guntersville,AL,35976,KG,12,3,4,116,5,1999,3,30,219,158,1484,11,94
101140,Dekalb County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Rainsville,AL,35986,KG,12,3,16,534,21,9015,1172,10,2609,80,5088,0,56
100300,Barbour County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Clayton,AL,36016,PK,12,3,4,50,2,912,0,3,105,740,61,0,3
101410,Eufaula City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Eufaula,AL,36027,PK,12,3,5,161,5,2842,1,22,185,1541,1045,0,48
100510,Butler County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Greenville,AL,36037,PK,12,3,7,174,8,3135,4,18,28,1980,1064,0,41
102160,Lowndes County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Hayneville,AL,36040,KG,12,3,8,94,5,1562,0,3,2,1539,16,0,2
100960,Crenshaw County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Luverne,AL,36049,PK,12,3,4,131,6,2239,5,19,42,716,1420,0,37
100002,Alabama Youth Services,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Mt. Meigs,AL,36057,3,12,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
100195,Pike Road,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Pike Road,AL,36064,KG,8,3,1,41,2,1125,4,90,90,352,582,4,3
100240,Autauga County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Prattville,AL,36067,KG,12,3,15,525,21,9609,25,161,245,2420,6536,7,215
103240,Tallassee City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Tallassee,AL,36078,KG,12,3,3,106,4,1854,1,13,56,488,1286,1,9
103330,Troy City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Troy,AL,36079,KG,12,3,4,112,5,1981,4,71,48,1223,599,0,36
102790,Pike County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Troy,AL,36081,KG,12,3,7,141,6,2189,22,2,74,1026,992,0,73
100026,Three Springs New Tuskegee,State agency providing elementary and/or secondary level instruction,AL,ALABAMA,Tuskegee,AL,36083,6,12,,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
102190,Macon County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Tuskegee,AL,36083,PK,12,3,7,112,7,2134,0,4,13,2085,24,0,8
100480,Bullock County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Union Springs,AL,36089,KG,12,3,4,84,4,1505,0,2,202,1269,30,1,1
101290,Elmore County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Wetumpka,AL,36092,PK,12,3,15,560,21,11232,39,77,412,2973,7379,6,346
102430,Montgomery County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Montgomery,AL,36104,PK,12,3,56,1673,73,30667,27,1051,1879,23909,3397,19,385
102635,Oxford City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Oxford,AL,36203,KG,12,3,7,262,11,4171,2,50,445,1069,2425,7,173
100090,Anniston City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Anniston,AL,36206,PK,12,3,8,131,6,2099,1,2,60,1893,108,0,35
100540,Calhoun County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Anniston,AL,36206,PK,12,3,18,530,23,9054,20,49,330,1262,7180,14,199
100750,Clay County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Ashland,AL,36251,PK,12,3,4,116,5,1978,2,6,96,338,1470,0,66
100780,Cleburne County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Heflin,AL,36264,PK,12,3,9,161,7,2631,3,1,76,128,2381,0,42
101860,Jacksonville City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Jacksonville,AL,36265,KG,12,3,2,96,4,1544,4,16,37,474,961,5,47
102760,Piedmont City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Piedmont,AL,36272,KG,12,3,3,67,3,1247,5,8,18,146,1021,1,48
102850,Roanoke City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Roanoke,AL,36274,KG,12,3,4,86,3,1542,1,12,20,628,867,2,12
102820,Randolph County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Wedowee,AL,36278,KG,12,3,7,135,6,2228,4,3,150,310,1716,0,45
101230,Dothan City,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Dothan,AL,36301,PK,12,3,20,500,21,9336,17,120,471,5127,3443,10,148
101770,Houston County,Regular local school district that is NOT a component of a supervisory union,AL,ALABAMA,Dothan,AL,36302,PK,12,3,12,357,14,6343,10,17,289,995,4910,6,116
