LEAID,LEA_NAME,LEA_TYPE_TEXT,STABR,STATENAME,LCITY,LSTATE,LZIP,GSLO,GSHI,AGCHRT,SCH,TOTTCH,TOTGUI,MEMBER,AM,AS,HI,BL,WH,HP,TR
4030960,VANOSS,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Ada,OK,74820,PK,12,3,2,37,1,563,189,1,26,11,327,0,9
4002430,ADA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Ada,OK,74821,PK,12,3,6,204,10,2688,770,27,324,89,1142,2,334
4002550,AGRA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Agra,OK,74824,PK,12,3,2,30,1,331,87,0,17,4,220,0,3
4002760,ALLEN,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Allen,OK,74825,PK,12,3,2,33,1,501,186,2,15,4,278,2,14
4003300,ASHER,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Asher,OK,74826,PK,12,3,2,17,1,257,86,0,18,2,151,0,0
4005130,BOWLEGS,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Bowlegs,OK,74830,PK,12,3,2,21,1,278,77,0,8,0,139,0,54
4006690,CARNEY,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Carney,OK,74832,PK,12,3,2,14,0,238,53,0,4,3,177,0,1
4007290,CHANDLER,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Chandler,OK,74834,PK,12,3,4,74,2,1217,112,3,34,20,725,2,321
4006000,BUTNER,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Cromwell,OK,74837,PK,12,3,2,17,1,240,40,0,6,3,134,0,57
4010500,EARLSBORO,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Earlsboro,OK,74840,PK,12,3,2,16,1,250,60,1,7,13,139,0,30
4013680,HANNA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Hanna,OK,74845,PK,12,3,2,9,1,113,64,0,3,2,41,0,3
4014790,HOLDENVILLE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Holdenville,OK,74848,PK,12,3,3,74,1,1122,382,2,59,47,631,1,0
4020460,MOSS,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Holdenville,OK,74848,PK,12,3,2,19,1,280,35,1,17,1,175,0,51
4016710,KONAWA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Konawa,OK,74849,PK,12,3,3,47,2,723,284,1,14,12,386,0,26
4009390,DALE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Dale,OK,74851,PK,12,3,3,44,2,769,147,3,18,13,551,1,36
4019560,MCLOUD,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,McLoud,OK,74851,PK,12,3,3,122,5,1889,323,3,117,9,1212,0,225
4032640,WHITE ROCK,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,McLoud,OK,74851,PK,8,3,1,10,0,121,11,0,2,7,83,0,18
4018660,MACOMB,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Macomb,OK,74852,PK,12,3,2,20,0,297,50,0,11,9,217,0,10
4019290,MAUD,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Maud,OK,74854,PK,12,3,2,22,1,323,55,0,5,1,234,1,27
4019680,MEEKER,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Meeker,OK,74855,PK,12,3,3,56,2,855,134,2,56,3,574,1,85
4020040,MILL CREEK,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Mill Creek,OK,74856,PK,12,3,2,14,0,171,58,1,9,1,95,0,7
4003690,BEARDEN,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Okemah,OK,74859,PK,8,3,1,7,0,95,26,0,3,0,32,0,34
4006850,OKEMAH,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Okemah,OK,74859,PK,12,3,4,62,2,855,369,2,10,49,398,1,26
4019260,MASON,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Mason,OK,74859,PK,12,3,2,19,1,294,95,0,12,5,118,0,64
4023340,PADEN,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Paden,OK,74860,PK,12,3,2,16,0,266,55,0,13,25,156,2,15
4024930,PRAGUE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Prague,OK,74864,PK,12,3,3,60,2,1047,122,4,53,28,700,1,139
4026280,ROFF,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Roff,OK,74865,PK,12,3,2,22,1,333,102,0,8,0,219,0,4
4026940,SASAKWA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Sasakwa,OK,74867,PK,12,3,2,18,1,214,88,0,12,1,93,0,20
4027300,SEMINOLE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Seminole,OK,74868,PK,12,3,4,110,4,1783,316,4,174,55,869,2,363
4029040,STROTHER,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Seminole,OK,74868,PK,12,3,2,28,1,433,119,0,25,1,273,6,9
4030990,VARNUM,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Seminole,OK,74868,PK,12,3,2,18,1,287,131,0,30,1,110,0,15
4028800,STONEWALL,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Stonewall,OK,74871,PK,12,3,3,32,0,479,164,0,14,2,264,2,33
4028980,STRATFORD,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Stratford,OK,74872,PK,12,3,3,45,2,718,218,2,16,3,467,0,12
4029610,TECUMSEH,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Tecumseh,OK,74873,PK,12,3,6,135,5,2226,514,6,139,38,1337,5,187
4031500,WANETTE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Wanette,OK,74878,PK,12,3,2,14,0,177,34,1,14,0,98,0,30
4000782,GRAHAM-DUSTIN,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Weleetka,OK,74880,PK,12,3,3,18,1,186,60,0,26,2,67,5,26
4032220,WELEETKA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Weleetka,OK,74880,PK,12,3,3,32,1,447,141,0,32,10,184,0,80
4032280,WELLSTON,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Wellston,OK,74881,PK,12,3,3,39,1,656,94,0,13,10,523,0,16
4032430,WETUMKA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Wetumka,OK,74883,PK,12,3,2,31,1,470,252,0,11,12,173,0,22
4015900,JUSTICE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Wewoka,OK,74884,PK,8,3,1,13,0,187,96,0,15,6,29,0,41
4021360,NEW LIMA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Wewoka,OK,74884,PK,12,3,2,19,1,329,59,3,10,11,145,0,101
4032460,WEWOKA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Wewoka,OK,74884,PK,12,3,4,53,1,728,167,0,27,92,316,0,126
4003210,ARKOMA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Arkoma,OK,74901,PK,12,3,3,28,0,398,10,2,14,0,287,0,85
4024630,POCOLA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Pocola,OK,74902,PK,12,3,3,52,2,839,126,6,26,9,554,0,118
4004950,BOKOSHE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Bokoshe,OK,74930,PK,12,3,3,17,1,224,50,1,13,2,150,0,8
4006930,CAVE SPRINGS,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Bunch,OK,74931,PK,12,3,3,13,0,183,165,0,2,1,15,0,0
4021870,GREASY,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Bunch,OK,74931,PK,8,3,1,10,0,90,73,0,0,0,17,0,0
4006330,CAMERON,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Cameron,OK,74932,PK,12,3,2,19,1,273,82,4,11,1,167,1,7
4011400,FANSHAWE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Fanshawe,OK,74935,PK,8,3,1,5,0,76,28,0,8,0,28,0,12
4012390,GANS,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Gans,OK,74936,PK,12,3,2,25,1,437,147,6,19,20,232,2,11
4014160,HEAVENER,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Heavener,OK,74937,PK,12,3,2,83,5,1072,374,3,430,4,261,0,0
4014730,HODGEN,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Hodgen,OK,74939,PK,8,3,1,16,1,257,219,1,10,0,26,0,1
4015120,HOWE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Howe,OK,74940,PK,12,3,2,34,1,597,186,5,54,5,331,0,16
4016350,KEOTA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Keota,OK,74941,PK,12,3,2,35,1,423,145,2,8,1,261,0,6
4017280,LE FLORE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,LeFlore,OK,74942,PK,12,3,2,17,0,232,131,0,2,0,99,0,0
4019410,MCCURTAIN,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,McCurtain,OK,74944,PK,12,3,2,17,1,229,97,1,5,0,122,0,4
4018960,MARBLE CITY,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,MARBLE CITY,OK,74945,PK,8,3,1,10,0,135,98,0,4,0,32,0,1
4020160,MOFFETT,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Moffett,OK,74946,PK,8,3,1,20,0,382,125,0,4,84,148,0,21
4020190,MONROE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Monroe,OK,74947,PK,8,3,1,8,0,115,36,0,5,3,70,1,0
4003840,BELFONTE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Muldrow,OK,74948,PK,8,3,2,18,0,207,159,3,12,0,33,0,0
4017700,LIBERTY,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,MULDROW,OK,74948,PK,8,3,1,20,0,288,56,0,9,0,159,0,64
4020880,MULDROW,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,MULDROW,OK,74948,PK,12,3,3,98,4,1483,507,19,100,33,714,2,108
4023370,PANAMA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Panama,OK,74951,PK,12,3,3,44,1,718,234,7,41,11,401,0,24
4024870,POTEAU,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Poteau,OK,74953,PK,12,3,4,149,5,2360,538,14,414,33,1240,5,116
4026310,ROLAND,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Roland,OK,74954,PK,12,3,3,66,2,1042,178,2,61,56,548,0,197
4005580,BRUSHY,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Sallisaw,OK,74955,PK,8,3,1,22,0,403,199,0,29,2,144,0,29
4007140,CENTRAL,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Sallisaw,OK,74955,PK,12,3,2,38,1,505,201,2,41,3,111,1,146
4026790,SALLISAW,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Sallisaw,OK,74955,PK,12,3,4,130,5,2025,751,29,183,33,911,0,118
4027450,SHADY POINT,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Shady Point,OK,74956,PK,8,3,1,11,0,147,32,0,10,1,78,0,26
4027840,SMITHVILLE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Smithville,OK,74957,PK,12,3,3,23,2,279,132,0,2,3,142,0,0
4028200,SPIRO,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Spiro,OK,74959,PK,12,3,3,67,5,1120,245,6,68,71,595,1,134
4009360,DAHLONEGAH,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Stilwell,OK,74960,PK,8,3,1,13,0,134,118,0,12,0,2,0,2
4010560,PEAVINE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Stilwell,OK,74960,PK,8,3,1,12,0,126,77,1,10,0,37,0,1
4019200,MARYETTA,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Stilwell,OK,74960,PK,8,3,1,53,2,681,555,1,46,0,77,1,1
4026250,ROCKY MOUNTAIN,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Stilwell,OK,74960,PK,8,3,1,14,0,188,171,0,4,3,10,0,0
4028710,STILWELL,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Stilwell,OK,74960,PK,12,3,3,100,4,1328,824,7,208,5,270,0,14
4033600,ZION,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Stilwell,OK,74960,PK,8,3,1,27,0,352,295,0,0,0,57,0,0
4031140,VIAN,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Vian,OK,74962,PK,12,3,3,58,2,971,401,3,43,62,382,4,76
4031860,WATTS,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Watts,OK,74964,PK,12,3,2,20,0,312,95,6,44,1,111,0,55
4032400,WESTVILLE,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Westville,OK,74965,PK,12,3,3,78,2,1159,562,16,70,2,390,0,119
4032970,WISTER,Regular local school district that is NOT a component of a supervisory union,OK,OKLAHOMA,Wister,OK,74966,PK,12,3,2,35,1,605,105,6,30,0,393,1,70
4108880,North Marion SD 15,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Aurora,OR,97002,PK,12,3,4,102,4,1976,18,16,926,3,965,4,44
4101920,Beaverton SD 48J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Beaverton,OR,97003,PK,12,2,53,2157,73,40664,169,6027,9879,1132,20167,336,2954
4102640,Canby SD 86,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Canby,OR,97013,KG,12,3,8,229,12,4688,20,27,1380,20,3060,9,172
4180505,Clackamas ESD,Regional Education Service Agency (RESA),OR,OREGON,Clackamas,OR,97015,KG,12,,0,32,0,0,0,0,0,0,0,0,0
4103260,Clatskanie SD 6J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Clatskanie,OR,97016,KG,12,3,2,33,1,692,8,2,44,2,569,2,65
4103270,Colton SD 53,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Colton,OR,97017,KG,12,3,3,36,1,618,2,2,33,1,549,3,28
4103420,Corbett SD 39,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Corbett,OR,97019,KG,12,3,3,58,0,1237,13,29,70,14,1049,10,52
4104410,Dufur SD 29,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Dufur,OR,97021,KG,12,3,1,17,1,304,21,2,11,0,260,0,10
4104700,Estacada SD 108,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Estacada,OR,97023,KG,12,2,7,95,4,2744,12,36,434,34,2116,7,105
4110520,Reynolds SD 7,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Fairview,OR,97024,KG,12,2,20,618,24,11602,101,805,4698,970,4089,243,696
4100015,Gervais SD 1,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Gervais,OR,97026,KG,12,3,4,56,2,1067,17,5,724,2,291,2,26
4105610,Gladstone SD 115,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Gladstone,OR,97027,PK,12,3,4,101,4,2190,16,30,325,39,1609,13,158
4106000,Gresham-Barlow SD 10J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Gresham,OR,97030,KG,12,2,23,535,25,12132,128,319,3205,358,7332,81,709
4106510,Hood River County SD,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Hood River,OR,97031,KG,12,3,8,212,6,4135,47,56,1837,36,2069,7,83
4107230,Lake Oswego SD 7J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Lake Oswego,OR,97034,KG,12,3,10,334,13,7078,17,678,426,68,5382,20,487
4100021,South Wasco County SD 1,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Maupin,OR,97037,KG,12,3,2,15,0,228,14,0,32,1,177,0,4
4108310,Molalla River SD 35,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Molalla,OR,97038,KG,12,2,8,139,8,2736,21,13,473,5,2079,8,137
4111250,Sherman County SD,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Moro,OR,97039,KG,12,2,3,34,0,244,5,1,26,0,209,0,3
4109330,Oregon City SD 62,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Oregon City,OR,97045,KG,12,2,14,382,16,8198,64,120,1001,83,6422,31,477
4103265,Rainier SD 13,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Rainier,OR,97048,KG,12,2,3,48,1,979,14,3,69,5,838,4,46
4111720,St Helens SD 502,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,St Helens,OR,97051,KG,12,2,6,157,6,3063,36,29,259,22,2525,11,181
4110890,Oregon Trail SD 46,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Sandy,OR,97055,KG,12,2,10,184,10,4407,50,46,595,23,3465,30,198
4110980,Scappoose SD 1J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Scappoose,OR,97056,KG,12,2,7,114,7,2424,59,54,191,16,2020,10,74
4100048,North Wasco County SD 21,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,The Dalles,OR,97058,KG,12,2,8,164,8,3103,54,19,1022,14,1814,53,127
4101355,Columbia Gorge ESD,Regional Education Service Agency (RESA),OR,OREGON,The Dalles,OR,97058,KG,12,,0,2,0,0,0,0,0,0,0,0,0
4113170,West Linn-Wilsonville SD 3J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Tualatin,OR,97062,PK,12,2,16,477,16,9524,35,396,1038,84,7264,36,671
4112930,Vernonia SD 47J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Vernonia,OR,97064,KG,12,3,4,30,2,552,7,3,35,3,482,0,22
4113530,Woodburn SD 103,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Woodburn,OR,97071,KG,12,2,12,288,14,5727,10,17,4589,43,1021,14,33
4101230,Amity SD 4J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Amity,OR,97101,KG,12,2,4,52,2,874,13,4,128,5,676,1,47
4109530,Perrydale SD 21,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Amity,OR,97101,KG,12,3,1,19,0,318,5,1,17,4,278,1,12
4100040,Knappa SD 4,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Astoria,OR,97103,KG,12,3,2,29,1,473,9,2,54,1,397,3,7
4101620,Astoria SD 1,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Astoria,OR,97103,KG,12,3,4,97,4,1883,17,30,319,7,1425,18,67
4101830,Banks SD 13,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Banks,OR,97106,KG,12,3,3,53,3,1110,3,14,75,2,960,6,50
4108700,Nestucca Valley SD 101J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Cloverdale,OR,97112,KG,12,3,2,27,0,477,13,1,101,5,328,1,28
4103990,Dayton SD 8,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Dayton,OR,97114,KG,12,3,3,50,3,979,18,10,379,3,541,1,27
4105160,Forest Grove SD 15,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Forest Grove,OR,97116,PK,12,2,10,270,16,6146,23,60,3127,44,2679,19,194
4105430,Gaston SD 511J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Gaston,OR,97119,KG,12,2,3,48,1,619,6,7,66,4,513,3,20
4100022,Northwest Regional ESD,Regional Education Service Agency (RESA),OR,OREGON,Hillsboro,OR,97124,KG,12,,0,91,11,0,0,0,0,0,0,0,0
4100023,Hillsboro SD 1J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Hillsboro,OR,97124,KG,12,2,35,945,54,20888,138,1358,7598,451,10009,160,1174
4108010,McMinnville SD 40,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,McMinnville,OR,97128,KG,12,3,9,350,15,6736,75,71,2329,65,4117,44,35
4108720,Newberg SD 29J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Newberg,OR,97132,KG,12,3,9,264,17,5166,29,77,1061,54,3735,14,196
4108650,Neah-Kah-Nie SD 56,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Rockaway Beach,OR,97136,KG,12,3,4,46,3,781,12,9,110,3,611,4,32
4111760,St Paul SD 45,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,St Paul,OR,97137,PK,12,3,2,22,0,264,0,0,91,0,170,0,3
4106750,Jewell SD 8,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Seaside,OR,97138,PK,12,3,1,15,0,128,0,0,13,0,108,0,7
4111100,Seaside SD 10,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Seaside,OR,97138,KG,12,3,4,79,4,1545,23,41,379,15,1060,12,15
4111290,Sherwood SD 88J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Sherwood,OR,97140,PK,12,2,8,235,11,5306,31,130,514,47,4299,27,258
4112320,Tillamook SD 9,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Tillamook,OR,97141,KG,12,3,5,105,5,2066,29,19,551,10,1379,16,62
4113080,Warrenton-Hammond SD 30,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Warrenton,OR,97146,KG,12,3,2,56,2,1000,9,12,122,0,811,12,34
4100016,Yamhill Carlton SD 1,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Yamhill,OR,97148,KG,12,3,3,55,2,1109,3,9,105,4,939,1,48
4110560,Riverdale SD 51J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Portland,OR,97219,KG,12,3,2,38,2,601,1,25,19,3,513,1,39
4103940,David Douglas SD 40,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Portland,OR,97220,PK,12,2,14,510,24,10906,82,1611,2711,1163,4444,153,742
4109480,Parkrose SD 3,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Portland,OR,97220,PK,12,3,6,150,7,3394,38,445,935,478,1161,65,272
4180180,Multnomah ESD,Regional Education Service Agency (RESA),OR,OREGON,Portland,OR,97220,KG,12,3,3,52,0,0,0,0,0,0,0,0,0
4108830,North Clackamas SD 12,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Milwaukie,OR,97222,KG,12,2,30,780,41,17302,124,1301,3071,274,11295,105,1132
4112240,Tigard-Tualatin SD 23J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Tigard,OR,97223,KG,12,2,17,668,27,12799,52,726,3230,249,7553,234,755
4110040,Portland SD 1J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Portland,OR,97227,PK,12,2,86,2689,132,48345,377,3461,7636,4794,27361,403,4313
4102800,Centennial SD 28J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Portland,OR,97236,KG,12,3,10,297,10,6350,58,768,1630,383,3001,127,383
4100035,Willamette ESD,Regional Education Service Agency (RESA),OR,OREGON,Salem,OR,97302,KG,12,,0,18,0,0,0,0,0,0,0,0,0
4110820,Salem-Keizer SD 24J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Salem,OR,97305,KG,12,2,65,2007,97,41120,401,799,15282,453,21350,868,1967
4100009,Oregon Department of Education,State agency providing elementary and/or secondary level instruction,OR,OREGON,Salem,OR,97310,KG,12,2,5,58,3,849,7,12,250,19,522,0,39
4100043,ODE YCEP District,State agency providing elementary and/or secondary level instruction,OR,OREGON,Salem,OR,97310,6,12,3,9,0,0,387,21,2,96,68,184,1,15
4100045,ODE JDEP District,State agency providing elementary and/or secondary level instruction,OR,OREGON,Salem,OR,97310,KG,12,,0,-1,-1,198,14,0,52,17,103,0,12
4100046,ODE Head Start,State agency providing elementary and/or secondary level instruction,OR,OREGON,Salem,OR,97310,KG,12,,0,-1,-1,0,0,0,0,0,0,0,0
4100049,ODE LTCT District,State agency providing elementary and/or secondary level instruction,OR,OREGON,Salem,OR,97310,KG,12,,0,-1,-1,685,30,6,107,36,468,2,36
4100033,Linn Benton Lincoln ESD,Regional Education Service Agency (RESA),OR,OREGON,Albany,OR,97321,KG,12,3,1,16,0,0,0,0,0,0,0,0,0
4101120,Greater Albany Public SD 8J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Albany,OR,97321,KG,12,3,21,448,17,9627,74,85,1925,67,6915,17,544
4101200,Alsea SD 7J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Alsea,OR,97324,KG,12,3,2,14,0,146,2,1,10,0,130,0,3
4103480,Corvallis SD 509J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Corvallis,OR,97333,KG,12,2,13,320,14,6712,51,410,1034,81,4612,41,483
4103860,Dallas SD 2,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Dallas,OR,97338,KG,12,2,7,164,4,3293,119,42,298,23,2674,14,123
4100003,Falls City SD 57,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Falls City,OR,97344,KG,12,3,2,11,0,180,2,0,9,0,162,0,7
4102910,Central Linn SD 552,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Halsey,OR,97348,KG,12,3,2,40,1,638,6,0,75,2,532,1,22
4102840,Central SD 13J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Independence,OR,97351,KG,12,3,5,149,5,3255,33,27,1401,16,1634,11,133
4106710,Jefferson SD 14J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Jefferson,OR,97352,KG,12,3,3,45,2,892,6,1,215,26,610,5,29
4107380,Lebanon Community SD 9,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Lebanon,OR,97355,KG,12,2,9,211,7,4340,64,42,450,22,3521,18,223
4108100,Santiam Canyon SD 129J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Mill City,OR,97360,KG,12,2,3,167,7,4313,63,50,468,54,3366,18,294
4108550,Mt Angel SD 91,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Mt Angel,OR,97362,KG,12,3,3,44,2,708,1,0,367,10,313,3,14
4107500,Lincoln County SD,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Newport,OR,97365,KG,12,2,16,270,6,5420,315,49,1051,46,3558,11,390
4109600,Philomath SD 17J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Philomath,OR,97370,KG,12,2,6,81,4,1592,20,14,131,3,1359,0,65
4111040,Scio SD 95,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Scio,OR,97374,KG,12,2,4,42,1,751,13,1,40,5,658,3,31
4111220,Sheridan SD 48J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Sheridan,OR,97378,KG,12,2,5,60,2,1050,32,11,148,8,769,2,80
4111450,Silver Falls SD 4J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Silverton,OR,97381,KG,12,2,13,198,9,3838,27,22,584,29,3089,7,80
4100020,North Santiam SD 29J,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Stayton,OR,97383,KG,12,3,5,123,3,2296,23,9,376,32,1763,11,82
4111970,Sweet Home SD 55,Regular local school district that is NOT a component of a supervisory union,OR,OREGON,Sweet Home,OR,97386,KG,12,2,7,120,7,2348,26,16,130,9,2038,6,123
